Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
SCN9A,2,1,0,0,27,1,0,0,0,31,27,27
TEX15,1,0,0,0,27,3,0,0,0,31,27,27
ZNF236,0,1,0,0,23,4,0,3,0,31,27,27
DNAH2,1,0,0,0,27,2,0,0,0,30,27,27
VWA3B,2,0,0,0,25,2,0,1,0,30,27,27
AHCTF1,1,0,0,0,27,1,0,0,0,29,27,27
CNKSR2,1,1,0,0,24,2,0,1,0,29,27,27
COL15A1,0,0,0,0,28,1,0,0,0,29,27,27
KCNH1,0,0,0,0,26,2,0,1,0,29,27,27
PDZRN4,2,0,0,0,26,1,0,0,0,29,27,27
PIKFYVE,0,0,0,0,24,4,0,1,0,29,27,27
PREX1,0,0,0,0,28,0,0,1,0,29,27,27
TSHZ2,0,0,0,0,27,2,0,0,0,29,27,27
ABCA4,0,0,0,0,25,1,0,2,0,28,27,27
BOD1L1,1,0,0,0,25,2,0,0,0,28,27,27
CEP192,1,2,0,2,22,1,0,0,0,28,27,27
CLSTN2,1,0,0,0,21,4,0,2,0,28,27,27
CR1,0,0,0,0,27,0,0,1,0,28,27,27
HECTD4,2,0,0,1,19,3,0,3,0,28,27,27
NAV2,0,0,0,0,27,1,0,0,0,28,27,27
NSD1,1,0,0,0,16,10,0,1,0,28,27,27
OCA2,1,0,0,0,23,2,0,2,0,28,27,27
OR4D5,1,0,0,0,26,1,0,0,0,28,27,27
SAGE1,3,0,0,0,21,3,0,1,0,28,27,27
SCN3A,1,0,0,0,25,1,0,1,0,28,27,27
SRRM2,2,1,0,0,23,2,0,0,0,28,27,27
TMEM131,0,1,0,0,24,3,0,0,0,28,27,27
ANK1,3,1,0,0,19,1,0,3,0,27,27,27
ARID1B,2,0,0,0,22,1,0,2,0,27,27,27
FCRL3,0,0,0,0,26,1,0,0,0,27,27,27
FRMPD1,1,0,1,0,25,0,0,0,0,27,27,27
GRIK2,0,0,0,0,23,4,0,0,0,27,27,27
POTEG,4,0,0,0,22,1,0,0,0,27,27,27
ROBO3,0,0,0,0,26,1,0,0,0,27,27,27
SDK1,0,0,0,0,24,1,0,2,0,27,27,27
SIGLEC1,0,0,0,0,25,1,0,1,0,27,27,27
ZNF33A,1,0,0,0,23,3,0,0,0,27,27,27
PDE1C,2,0,0,0,27,2,0,1,0,32,26,26
FAT2,1,3,1,0,18,7,0,1,0,31,26,26
ATP10B,1,0,1,0,24,3,0,1,0,30,26,26
CPED1,0,1,0,0,25,2,0,2,0,30,26,26
FOLH1,1,1,0,0,26,1,0,1,0,30,26,26
APC,0,1,0,0,22,5,0,1,0,29,26,26
FAM83B,2,1,1,0,24,1,0,0,0,29,26,26
FLNA,0,1,0,0,24,3,0,1,0,29,26,26
IGKC,1,0,0,1,25,1,0,1,0,29,26,26
OR8H2,0,0,0,0,26,2,1,0,0,29,26,26
PNLIPRP3,2,1,0,0,24,0,0,2,0,29,26,26
UNC13A,0,0,1,0,26,1,0,1,0,29,26,26
ITIH6,0,0,0,0,24,4,0,0,0,28,26,26
MYBPC1,0,0,0,0,23,2,0,3,0,28,26,26
OR5L2,1,1,0,0,25,1,0,0,0,28,26,26
PLCB1,0,0,0,0,27,1,0,0,0,28,26,26
SGIP1,2,0,0,0,25,1,0,0,0,28,26,26
SLC44A5,1,1,0,0,21,1,0,4,0,28,26,26
SPTBN4,0,0,0,0,27,0,1,0,0,28,26,26
TRPM1,2,0,0,0,25,1,0,0,0,28,26,26
ACSS3,0,0,0,0,22,4,0,1,0,27,26,26
ATM,1,1,0,0,21,3,0,1,0,27,26,26
C7,0,0,0,0,23,3,0,1,0,27,26,26
CHRM2,0,0,1,0,26,0,0,0,0,27,26,26
KCNT2,3,0,0,0,22,1,0,1,0,27,26,26
MED12L,0,1,0,0,25,1,0,0,0,27,26,26
PCDHGB2,0,1,0,0,25,1,0,0,0,27,26,26
RGAG1,0,0,0,0,27,0,0,0,0,27,26,26
ADGRL4,0,0,0,0,20,4,0,2,0,26,26,26
AMPH,1,0,0,0,22,1,0,2,0,26,26,26
FBXW7,1,1,2,0,14,7,0,1,0,26,26,26
LTBP1,0,0,0,0,21,3,0,2,0,26,26,26
NID2,3,1,0,0,21,0,0,1,0,26,26,26
OR11H12,3,0,0,0,21,2,0,0,0,26,26,26
OR2G6,1,1,0,0,24,0,0,0,0,26,26,26
PCDH11Y,1,0,0,0,25,0,0,0,0,26,26,26
SELP,2,0,0,0,19,5,0,0,0,26,26,26
WDR72,1,0,1,0,22,2,0,0,0,26,26,26
ZNF462,0,0,0,0,25,1,0,0,0,26,26,26
ST18,0,0,0,0,31,0,0,1,0,32,25,25
MYH9,0,5,1,1,19,1,0,4,0,31,25,25
NCAN,1,0,0,0,27,3,0,0,0,31,25,25
SEMA5A,1,0,2,0,26,2,0,0,0,31,25,25
OR2L2,2,1,0,0,25,1,0,0,0,29,25,25
CFHR4,2,0,0,0,20,5,0,0,1,28,25,25
HIVEP1,1,0,0,0,24,3,0,0,0,28,25,25
ITPR2,0,0,0,0,24,2,0,2,0,28,25,25
KIAA1549,0,1,0,0,23,4,0,0,0,28,25,25
LRRC66,0,0,0,0,25,3,0,0,0,28,25,25
MYPN,1,0,0,0,26,1,0,0,0,28,25,25
NPHS1,0,0,0,0,25,2,0,1,0,28,25,25
REG1A,1,2,0,0,23,1,0,1,0,28,25,25
TRIOBP,1,0,0,0,26,1,0,0,0,28,25,25
ABCD2,0,0,0,1,21,3,0,2,0,27,25,25
FREM1,0,2,1,0,21,3,0,0,0,27,25,25
KDM6A,2,1,0,0,14,7,0,3,0,27,25,25
KIAA2018,1,0,0,0,24,2,0,0,0,27,25,25
NLGN4X,2,0,0,0,24,0,0,0,1,27,25,25
PDZRN3,0,1,0,0,25,1,0,0,0,27,25,25
PZP,2,1,0,0,23,0,0,1,0,27,25,25
RFX6,0,0,0,0,25,2,0,0,0,27,25,25
SIPA1L3,0,0,0,1,26,0,0,0,0,27,25,25
STXBP5L,0,1,0,0,24,2,0,0,0,27,25,25
TBX22,1,0,0,0,26,0,0,0,0,27,25,25
TGIF2LX,2,0,0,0,24,1,0,0,0,27,25,25
WNK1,0,0,0,0,25,2,0,0,0,27,25,25
ABCA1,0,0,0,0,22,3,0,1,0,26,25,25
ABCA10,0,0,0,0,23,2,0,1,0,26,25,25
ADAM18,0,0,0,0,21,2,0,3,0,26,25,25
ADAMTS19,1,0,0,0,23,1,0,1,0,26,25,25
ADGRL2,1,0,0,0,23,1,0,1,0,26,25,25
ATP10D,0,0,0,0,25,0,0,1,0,26,25,25
BAZ2B,2,1,0,0,19,4,0,0,0,26,25,25
CDH7,2,0,0,0,21,2,1,0,0,26,25,25
ENAM,0,0,0,0,25,1,0,0,0,26,25,25
KIAA0556,0,0,0,0,25,1,0,0,0,26,25,25
MUC5AC,0,0,1,0,23,1,0,1,0,26,25,25
NCKAP1L,2,0,0,0,24,0,0,0,0,26,25,25
NLRP7,1,0,0,0,20,5,0,0,0,26,25,25
PARD3B,0,0,0,0,23,2,0,1,0,26,25,25
PLXNB2,1,0,1,0,20,2,0,2,0,26,25,25
RGS22,2,1,0,0,19,3,0,1,0,26,25,25
RTN1,0,0,0,0,25,1,0,0,0,26,25,25
STON1-GTF2A1L,0,0,0,0,25,1,0,0,0,26,25,25
ADAM2,0,0,0,0,22,3,0,0,0,25,25,25
CFAP44,2,0,0,0,17,5,0,0,1,25,25,25
IL7R,0,0,0,0,23,0,1,1,0,25,25,25
OR10G8,0,0,0,0,24,1,0,0,0,25,25,25
OR5F1,1,0,0,0,22,2,0,0,0,25,25,25
PLCL1,2,0,0,0,19,4,0,0,0,25,25,25
WDR7,1,0,0,0,24,0,0,0,0,25,25,25
NTRK3,1,0,0,0,26,1,0,1,0,29,24,24
CACNA1S,1,0,0,0,26,0,0,0,0,27,24,24
HSPG2,0,0,0,0,25,1,0,1,0,27,24,24
IMPG1,1,0,0,0,26,0,0,0,0,27,24,24
MAGEC3,3,0,0,0,21,3,0,0,0,27,24,24
PKD1L1,0,0,0,1,22,2,0,2,0,27,24,24
PNLIP,1,0,0,0,25,1,0,0,0,27,24,24
POTEF,2,0,0,0,22,3,0,0,0,27,24,24
ABCC11,0,0,0,0,22,2,0,2,0,26,24,24
CAMTA1,1,0,1,0,23,1,0,0,0,26,24,24
CDH19,0,1,0,0,24,1,0,0,0,26,24,24
COL5A3,0,0,0,0,25,1,0,0,0,26,24,24
CR2,1,0,0,0,23,1,0,1,0,26,24,24
DCAF12L1,1,0,0,0,22,3,0,0,0,26,24,24
DCSTAMP,0,0,0,0,25,1,0,0,0,26,24,24
GRM7,0,1,0,0,23,1,0,1,0,26,24,24
KIAA1549L,0,0,0,0,25,0,0,1,0,26,24,24
MAGI2,1,0,0,0,24,1,0,0,0,26,24,24
PAPPA,1,0,0,0,22,3,0,0,0,26,24,24
POTEC,0,1,0,0,22,2,0,1,0,26,24,24
USP9X,2,3,0,0,18,2,0,1,0,26,24,24
ABCA8,1,0,0,0,23,1,0,0,0,25,24,24
ATP13A5,1,0,0,0,20,3,0,1,0,25,24,24
COL5A2,0,0,0,0,23,0,0,2,0,25,24,24
CWH43,0,0,0,0,23,1,0,1,0,25,24,24
FCRL2,0,0,0,0,21,3,0,1,0,25,24,24
KMT2A,0,0,0,0,24,1,0,0,0,25,24,24
MUC3A,1,1,0,0,23,0,0,0,0,25,24,24
OR1C1,2,1,0,0,22,0,0,0,0,25,24,24
OR2AK2,1,0,0,0,22,1,0,0,1,25,24,24
SLC9A2,2,2,0,0,18,0,0,3,0,25,24,24
SPATA31A1,2,0,0,0,21,2,0,0,0,25,24,24
SPATA31A6,0,0,0,0,23,2,0,0,0,25,24,24
SPEG,0,0,0,0,24,1,0,0,0,25,24,24
TIAM1,0,0,0,0,24,1,0,0,0,25,24,24
UBR5,1,0,0,0,21,2,0,1,0,25,24,24
ADAM22,2,0,1,0,19,1,0,1,0,24,24,24
ANKRD17,0,0,0,0,23,1,0,0,0,24,24,24
CALCR,0,0,0,0,24,0,0,0,0,24,24,24
DIDO1,1,0,0,0,22,1,0,0,0,24,24,24
EGFLAM,0,0,0,0,21,2,0,1,0,24,24,24
IMPG2,1,0,0,0,22,0,0,1,0,24,24,24
LAMB4,1,1,0,0,20,1,0,1,0,24,24,24
OR5D16,0,1,0,0,22,1,0,0,0,24,24,24
PCDHB12,2,0,0,0,21,1,0,0,0,24,24,24
PDE11A,0,1,0,0,19,2,0,2,0,24,24,24
TJP1,2,0,0,0,20,2,0,0,0,24,24,24
ZNF735,1,0,0,0,20,2,0,0,1,24,24,24
ANKRD30B,0,0,1,0,23,3,0,1,0,28,23,23
DYNC2H1,0,2,0,0,22,2,0,0,0,26,23,23
GCN1L1,1,0,0,0,22,2,0,1,0,26,23,23
NUP205,0,0,0,0,17,5,0,4,0,26,23,23
PCDH9,1,0,0,0,22,3,0,0,0,26,23,23
PYHIN1,0,0,0,0,22,4,0,0,0,26,23,23
UBR4,0,0,1,0,21,3,0,1,0,26,23,23
APBA2,1,0,0,0,22,2,0,0,0,25,23,23
ARHGAP31,1,1,0,0,19,4,0,0,0,25,23,23
CACNA1B,1,1,0,0,21,1,0,1,0,25,23,23
FNDC1,0,0,0,0,21,2,0,2,0,25,23,23
NCOR1,1,0,0,0,20,4,0,0,0,25,23,23
PTCHD4,2,0,0,0,23,0,0,0,0,25,23,23
TFAP2D,0,1,0,0,21,2,0,1,0,25,23,23
TRPM3,0,0,0,0,22,1,0,2,0,25,23,23
ADAMTS3,1,0,0,0,23,0,0,0,0,24,23,23
ASH1L,0,0,0,0,24,0,0,0,0,24,23,23
C6orf118,1,0,0,0,22,1,0,0,0,24,23,23
CACNA1I,1,1,0,0,20,1,0,1,0,24,23,23
CDH6,0,1,0,0,21,2,0,0,0,24,23,23
CFTR,0,1,0,0,20,2,0,1,0,24,23,23
GRIK3,1,0,0,0,18,4,0,1,0,24,23,23
IGSF9B,2,0,0,0,20,2,0,0,0,24,23,23
IL1RAPL1,0,0,0,0,23,0,0,1,0,24,23,23
LIG4,1,0,0,0,19,4,0,0,0,24,23,23
MAGEE1,1,0,0,0,22,1,0,0,0,24,23,23
MSH4,0,0,0,0,23,0,0,1,0,24,23,23
MTUS2,1,2,0,0,20,1,0,0,0,24,23,23
MYO15A,0,0,0,0,22,1,0,1,0,24,23,23
OLFM3,1,0,0,0,21,2,0,0,0,24,23,23
PCNT,1,1,0,0,20,1,0,1,0,24,23,23
POLE,0,0,0,0,20,1,0,3,0,24,23,23
PTPRH,1,0,0,0,22,1,0,0,0,24,23,23
SRCAP,5,0,0,0,18,1,0,0,0,24,23,23
SZT2,0,0,0,0,21,3,0,0,0,24,23,23
VPS13A,0,0,0,0,23,1,0,0,0,24,23,23
CPAMD8,1,0,0,0,17,3,0,2,0,23,23,23
DOCK11,0,0,1,0,18,4,0,0,0,23,23,23
DROSHA,0,1,0,0,18,2,0,2,0,23,23,23
KCND2,1,0,0,0,22,0,0,0,0,23,23,23
KCNH8,1,0,1,0,19,1,0,1,0,23,23,23
KCTD8,1,0,0,0,21,1,0,0,0,23,23,23
KIF1A,0,0,0,0,23,0,0,0,0,23,23,23
MKRN3,1,0,0,0,20,2,0,0,0,23,23,23
MYO10,1,1,0,0,20,1,0,0,0,23,23,23
OR4P4,1,0,0,0,21,1,0,0,0,23,23,23
OR5D14,1,0,0,0,20,2,0,0,0,23,23,23
OVCH1,1,2,0,0,17,1,0,2,0,23,23,23
PTPRN2,1,0,0,0,18,2,0,2,0,23,23,23
SHPRH,0,1,0,0,21,1,0,0,0,23,23,23
SOGA3,0,0,0,0,22,1,0,0,0,23,23,23
SPTB,1,0,0,0,21,1,0,0,0,23,23,23
TRIO,0,0,0,0,23,0,0,0,0,23,23,23
TRPM6,0,0,0,0,21,2,0,0,0,23,23,23
XDH,1,0,0,0,18,0,0,3,1,23,23,23
DNAH17,0,0,0,0,25,2,0,0,0,27,22,22
CCDC108,1,0,0,0,23,2,0,0,0,26,22,22
NLRP9,0,0,0,1,25,0,0,0,0,26,22,22
POTEH,1,1,0,0,20,3,1,0,0,26,22,22
SLC8A3,2,0,0,0,23,1,0,0,0,26,22,22
TRIP12,0,0,0,0,25,1,0,0,0,26,22,22
CENPF,0,0,0,0,20,4,0,1,0,25,22,22
CORIN,0,0,0,0,20,2,1,2,0,25,22,22
CUL3,2,0,0,0,13,3,0,7,0,25,22,22
NES,0,0,0,0,22,3,0,0,0,25,22,22
NR1H4,2,0,0,0,20,2,0,1,0,25,22,22
OR11L1,1,0,0,0,23,1,0,0,0,25,22,22
PCDHA7,1,0,0,0,24,0,0,0,0,25,22,22
PDE10A,2,0,0,0,20,1,0,2,0,25,22,22
REG1B,1,0,0,0,20,1,1,2,0,25,22,22
BRCA1,1,0,0,0,19,3,0,1,0,24,22,22
C5orf42,0,1,1,0,18,3,0,1,0,24,22,22
CYP11B1,0,0,0,0,24,0,0,0,0,24,22,22
ENPP1,1,0,0,0,21,1,0,1,0,24,22,22
GRIA3,0,0,0,0,23,0,0,1,0,24,22,22
KNDC1,0,0,0,0,20,2,0,2,0,24,22,22
NDN,0,0,0,0,22,2,0,0,0,24,22,22
OR10G7,1,0,0,0,21,2,0,0,0,24,22,22
OR2T34,0,0,0,0,23,0,0,0,1,24,22,22
PCDHB4,0,0,0,0,22,2,0,0,0,24,22,22
SEMA5B,1,0,0,0,17,2,0,4,0,24,22,22
SLC12A5,0,0,0,0,22,1,0,1,0,24,22,22
ZNF257,0,1,0,0,21,2,0,0,0,24,22,22
AFF2,1,0,0,0,21,1,0,0,0,23,22,22
ANO3,1,0,0,0,19,3,0,0,0,23,22,22
ATP8B4,0,0,0,0,19,4,0,0,0,23,22,22
C3,1,1,0,0,17,2,0,2,0,23,22,22
CEP350,0,0,0,0,21,1,0,1,0,23,22,22
CHD5,1,0,0,0,21,1,0,0,0,23,22,22
COL5A1,1,1,0,0,18,0,0,3,0,23,22,22
DACH2,0,0,0,0,22,0,0,1,0,23,22,22
DSP,2,0,0,0,18,2,0,1,0,23,22,22
EP400,0,0,0,0,21,2,0,0,0,23,22,22
FAM179B,1,0,0,0,19,3,0,0,0,23,22,22
FLT1,1,0,0,0,21,0,0,1,0,23,22,22
GABRB3,0,0,0,0,20,2,0,1,0,23,22,22
GUCY1A2,1,0,0,0,20,1,0,1,0,23,22,22
HFM1,0,2,0,0,17,4,0,0,0,23,22,22
IGSF1,1,0,0,0,19,1,0,2,0,23,22,22
KCNB2,0,1,0,0,22,0,0,0,0,23,22,22
KCNQ3,0,0,0,0,21,2,0,0,0,23,22,22
KIF21A,1,1,0,0,19,2,0,0,0,23,22,22
LAMA5,1,0,0,0,18,1,0,3,0,23,22,22
MED12,0,0,0,0,21,1,0,1,0,23,22,22
OR10AG1,1,2,1,0,18,1,0,0,0,23,22,22
OR10Q1,0,0,0,0,22,1,0,0,0,23,22,22
OR10S1,2,1,1,0,17,1,1,0,0,23,22,22
OR2T12,2,0,0,0,20,1,0,0,0,23,22,22
OR4C11,2,0,0,0,21,0,0,0,0,23,22,22
PXDN,0,1,0,0,22,0,0,0,0,23,22,22
REV3L,0,2,0,0,19,2,0,0,0,23,22,22
ROBO1,1,0,0,0,20,2,0,0,0,23,22,22
SATB2,1,0,0,0,21,0,0,1,0,23,22,22
SLC6A3,1,0,1,0,18,3,0,0,0,23,22,22
SLITRK5,1,0,0,1,21,0,0,0,0,23,22,22
TNIK,0,0,0,0,18,1,0,3,1,23,22,22
ZBED9,0,0,0,0,23,0,0,0,0,23,22,22
AXDND1,0,0,0,0,17,4,0,1,0,22,22,22
CASR,1,0,0,0,21,0,0,0,0,22,22,22
CEP162,1,0,0,0,18,2,0,1,0,22,22,22
DSG1,0,0,0,0,21,1,0,0,0,22,22,22
EP300,0,0,0,0,19,2,0,1,0,22,22,22
ESRRG,0,0,0,0,21,1,0,0,0,22,22,22
FAP,0,0,0,0,21,1,0,0,0,22,22,22
GFRAL,2,0,0,0,18,2,0,0,0,22,22,22
HIVEP3,1,0,1,0,17,2,0,1,0,22,22,22
MBD5,1,1,0,0,18,2,0,0,0,22,22,22
MCF2,0,0,0,0,20,2,0,0,0,22,22,22
MYLK,1,0,0,0,20,1,0,0,0,22,22,22
OR2G3,0,1,0,0,17,4,0,0,0,22,22,22
OR5W2,1,0,0,0,20,1,0,0,0,22,22,22
OR6K2,0,0,0,0,20,2,0,0,0,22,22,22
OR8I2,0,0,0,0,20,2,0,0,0,22,22,22
PCDHGA2,0,0,0,0,20,2,0,0,0,22,22,22
PHACTR3,0,0,0,0,22,0,0,0,0,22,22,22
TPH2,1,0,0,0,21,0,0,0,0,22,22,22
ATR,1,0,0,0,23,1,0,1,0,26,21,21
ITGAX,1,1,0,0,19,4,0,1,0,26,21,21
F8,4,0,0,0,17,2,0,1,0,24,21,21
PLCE1,0,0,0,0,22,2,0,0,0,24,21,21
TGM6,0,0,0,0,22,2,0,0,0,24,21,21
ABCA6,1,0,0,0,20,1,0,1,0,23,21,21
ALPK3,0,0,0,0,21,2,0,0,0,23,21,21
ANKRD11,0,0,0,0,23,0,0,0,0,23,21,21
ATRX,0,0,0,0,20,3,0,0,0,23,21,21
CASC5,1,0,0,0,19,2,0,1,0,23,21,21
CNTN1,1,0,0,0,22,0,0,0,0,23,21,21
DCAF8L2,0,0,0,0,21,1,1,0,0,23,21,21
FCRL1,0,1,0,0,21,1,0,0,0,23,21,21
GLI3,1,0,0,0,21,0,0,1,0,23,21,21
HTR5A,1,0,0,0,20,2,0,0,0,23,21,21
KIF21B,0,0,0,0,19,4,0,0,0,23,21,21
LRBA,1,0,0,0,19,1,0,2,0,23,21,21
MMRN1,0,0,1,0,16,5,0,0,1,23,21,21
OR2T2,0,1,0,0,22,0,0,0,0,23,21,21
OR9G1,1,1,0,0,21,0,0,0,0,23,21,21
PCDHA6,0,0,0,0,21,2,0,0,0,23,21,21
PRKCB,0,1,0,0,21,1,0,0,0,23,21,21
SETBP1,1,1,0,0,21,0,0,0,0,23,21,21
SLC12A1,0,0,0,0,21,1,0,1,0,23,21,21
SPTBN1,0,0,0,0,21,1,0,1,0,23,21,21
TET1,0,0,0,0,21,2,0,0,0,23,21,21
ACSM2A,1,0,0,0,20,1,0,0,0,22,21,21
APBB1IP,0,0,0,0,19,3,0,0,0,22,21,21
ARHGAP36,1,0,0,0,18,2,0,1,0,22,21,21
BNC2,0,1,0,0,18,3,0,0,0,22,21,21
C8orf34,3,0,0,0,17,0,0,2,0,22,21,21
CEP170,1,0,0,0,21,0,0,0,0,22,21,21
COL11A2,2,0,0,0,19,1,0,0,0,22,21,21
COL20A1,0,0,0,0,18,2,0,2,0,22,21,21
COL4A3,0,0,0,0,20,1,0,1,0,22,21,21
COL6A5,0,0,0,0,21,0,0,1,0,22,21,21
DGKB,0,0,0,0,21,0,0,1,0,22,21,21
DMXL1,0,0,0,0,19,3,0,0,0,22,21,21
FRMPD2,2,1,0,0,19,0,0,0,0,22,21,21
GREB1,1,0,0,0,21,0,0,0,0,22,21,21
HIVEP2,1,0,0,0,20,1,0,0,0,22,21,21
INSRR,0,0,0,0,19,1,0,1,1,22,21,21
ITGAD,0,0,0,0,19,2,0,1,0,22,21,21
KCNN2,0,0,0,0,21,1,0,0,0,22,21,21
KIRREL2,1,0,0,0,20,1,0,0,0,22,21,21
NCOA2,1,0,0,0,17,3,0,1,0,22,21,21
OR4C46,1,1,0,0,19,1,0,0,0,22,21,21
OR4S2,1,1,0,0,18,2,0,0,0,22,21,21
OR5J2,0,1,0,0,21,0,0,0,0,22,21,21
PCDH7,0,0,0,0,22,0,0,0,0,22,21,21
PCDHB8,0,0,0,0,21,1,0,0,0,22,21,21
PDGFRA,0,0,1,0,21,0,0,0,0,22,21,21
PDYN,0,0,0,0,22,0,0,0,0,22,21,21
REG3G,2,1,0,0,14,4,0,0,1,22,21,21
SETX,1,0,0,0,21,0,0,0,0,22,21,21
TNRC6A,2,1,0,0,18,0,0,1,0,22,21,21
USP13,1,0,0,0,17,1,0,3,0,22,21,21
ZNF292,1,1,0,0,18,2,0,0,0,22,21,21
ABCG8,1,0,0,0,20,0,0,0,0,21,21,21
ADGRB1,1,0,0,0,18,2,0,0,0,21,21,21
ANKFN1,0,0,0,0,18,2,0,1,0,21,21,21
CKAP5,1,0,0,0,18,1,0,1,0,21,21,21
CTTNBP2,2,0,0,0,18,1,0,0,0,21,21,21
DCAF8L1,0,1,0,0,18,2,0,0,0,21,21,21
DLGAP2,3,0,0,0,17,1,0,0,0,21,21,21
FRYL,0,0,0,1,15,4,0,1,0,21,21,21
GABRA6,4,0,0,0,14,1,0,2,0,21,21,21
HELZ2,0,0,0,0,20,1,0,0,0,21,21,21
LRP5,1,0,0,0,19,0,0,1,0,21,21,21
MYOM2,1,0,0,0,19,1,0,0,0,21,21,21
NAALAD2,0,0,0,0,19,1,0,1,0,21,21,21
OR2T1,1,0,1,0,17,2,0,0,0,21,21,21
OR4C13,1,1,0,0,18,1,0,0,0,21,21,21
PCDHA2,1,0,0,0,18,2,0,0,0,21,21,21
ZIC4,0,0,0,0,19,0,0,2,0,21,21,21
ZIM2,0,0,0,0,17,2,1,1,0,21,21,21
ARID2,3,1,0,0,19,1,0,0,0,24,20,20
OR4Q3,1,0,0,0,22,1,0,0,0,24,20,20
RGPD4,1,0,0,0,19,4,0,0,0,24,20,20
DLG2,2,0,1,0,17,2,0,1,0,23,20,20
TMEM200A,0,1,0,0,21,0,0,1,0,23,20,20
ANKRD26,0,0,1,0,17,4,0,0,0,22,20,20
ARHGAP32,1,0,0,0,16,5,0,0,0,22,20,20
ATAD2,1,3,0,0,15,3,0,0,0,22,20,20
CDH11,0,1,0,0,17,3,0,1,0,22,20,20
CNOT1,1,0,0,0,17,4,0,0,0,22,20,20
DNAJC13,0,0,0,0,21,0,0,1,0,22,20,20
EPHA7,1,0,0,0,19,1,0,1,0,22,20,20
GAD2,1,0,0,0,19,2,0,0,0,22,20,20
HEPHL1,0,0,0,0,21,0,0,1,0,22,20,20
KDM5B,0,1,1,0,19,1,0,0,0,22,20,20
KIAA1755,1,0,1,0,18,0,0,2,0,22,20,20
MAATS1,0,0,0,0,18,4,0,0,0,22,20,20
NLRP11,0,1,0,1,18,2,0,0,0,22,20,20
OR2T10,1,0,0,0,20,1,0,0,0,22,20,20
OR5T1,0,0,0,0,22,0,0,0,0,22,20,20
TUBA3C,0,0,0,0,18,4,0,0,0,22,20,20
UGT3A1,0,0,0,0,19,1,0,2,0,22,20,20
YLPM1,3,0,0,0,18,0,0,1,0,22,20,20
BSN,2,0,0,0,19,0,0,0,0,21,20,20
C10orf71,0,0,0,0,18,3,0,0,0,21,20,20
CACNA2D1,0,0,0,0,16,4,0,1,0,21,20,20
CPA3,1,1,0,0,17,1,0,0,1,21,20,20
CUX2,1,0,0,0,19,0,0,1,0,21,20,20
DMXL2,1,0,0,0,20,0,0,0,0,21,20,20
DSG4,0,0,0,0,19,1,0,1,0,21,20,20
ENPP2,0,0,0,0,20,1,0,0,0,21,20,20
EPG5,0,0,0,0,17,4,0,0,0,21,20,20
FAM71B,0,1,0,0,19,1,0,0,0,21,20,20
FPGT-TNNI3K,1,0,0,0,19,0,0,1,0,21,20,20
GTF3C1,1,0,0,0,17,2,0,1,0,21,20,20
KIF4B,0,0,0,0,20,1,0,0,0,21,20,20
LATS1,1,3,0,0,14,3,0,0,0,21,20,20
LILRB4,1,0,0,0,19,1,0,0,0,21,20,20
LILRB5,2,1,0,0,15,1,0,2,0,21,20,20
MAGEB6,0,0,0,0,20,1,0,0,0,21,20,20
MAP3K19,0,0,0,0,20,1,0,0,0,21,20,20
MIA3,1,0,0,0,19,1,0,0,0,21,20,20
NELL2,0,1,0,0,20,0,0,0,0,21,20,20
OGDHL,0,0,0,0,17,1,0,3,0,21,20,20
OR10K2,1,0,0,0,20,0,0,0,0,21,20,20
OR5T3,0,0,0,0,21,0,0,0,0,21,20,20
PCDHA3,0,0,0,0,20,1,0,0,0,21,20,20
PLCXD3,1,0,0,0,18,2,0,0,0,21,20,20
PRKCG,1,0,0,0,19,1,0,0,0,21,20,20
RALGAPA2,0,0,0,0,20,1,0,0,0,21,20,20
SIPA1L2,0,0,0,0,18,2,0,0,1,21,20,20
SLCO1A2,1,0,0,0,17,3,0,0,0,21,20,20
SYTL2,0,0,0,0,15,6,0,0,0,21,20,20
TRIM42,0,0,0,0,18,3,0,0,0,21,20,20
TTC14,2,0,0,0,17,1,0,1,0,21,20,20
ZNF254,1,1,0,0,18,1,0,0,0,21,20,20
ACSM2B,0,0,0,0,15,4,0,1,0,20,20,20
ACTC1,0,0,0,0,17,0,0,3,0,20,20,20
AFF3,0,0,0,0,17,1,0,2,0,20,20,20
AOX1,0,1,0,0,18,1,0,0,0,20,20,20
ARMC4,0,1,0,0,18,0,0,1,0,20,20,20
ATG2B,0,0,0,0,19,0,0,1,0,20,20,20
ATP1A2,1,0,0,0,16,2,0,1,0,20,20,20
C12orf40,1,1,1,0,15,0,0,2,0,20,20,20
CACNA2D4,0,0,0,0,17,2,0,1,0,20,20,20
CELSR2,1,0,0,0,18,1,0,0,0,20,20,20
CHAT,1,0,0,0,18,0,0,1,0,20,20,20
CHD6,0,0,0,0,16,3,0,1,0,20,20,20
DENND2A,1,0,0,0,17,1,0,1,0,20,20,20
DEPDC5,0,0,0,0,19,1,0,0,0,20,20,20
DSEL,0,0,0,0,16,4,0,0,0,20,20,20
FLRT2,1,1,0,0,18,0,0,0,0,20,20,20
INSR,0,0,0,0,14,4,0,2,0,20,20,20
KIF16B,2,1,0,0,14,1,0,2,0,20,20,20
